wkt_geom,DEPOSIT_NA,CRITICAL_M,DEPOSIT_TY,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Point (30.33000000009997166 69.38000000029984449),Semiletka,Platinum-Group Elements,Conduit,69.38,30.33,Russia,
Point (30.33000000009997166 69.39999999990010338),Kootsel'vaara-Kammikivi,Platinum-Group Elements,Conduit,69.4,30.33,Russia,
Point (30.60000000009995347 -25.72499999975013907),Nkomati Mine (MMZ and PCMZ),Platinum-Group Elements,Conduit,-25.725,30.6,South Africa,
Point (30.63000000039977522 69.39999999990010338),Verkhnee,Platinum-Group Elements,Conduit,69.4,30.63,Russia,
Point (30.66800000000006321 69.4419999996003412),Zhdanovskoe,Platinum-Group Elements,Conduit,69.442,30.668,Russia,
Point (30.66999999960034984 69.39999999990010338),Tundrovskoe,Platinum-Group Elements,Conduit,69.4,30.67,Russia,
Point (30.66999999960034984 69.39999999990010338),Sputnik,Platinum-Group Elements,Conduit,69.4,30.67,Russia,
Point (30.73000000019987965 69.39999999990010338),Bystrinskoe,Platinum-Group Elements,Conduit,69.4,30.73,Russia,
Point (30.74999999980019538 69.39999999990010338),Zapolyarnoe,Platinum-Group Elements,Conduit,69.4,30.75,Russia,
Point (30.86600000000004229 66.31799999980017901),Lukkulaisvaara - total resources,Platinum-Group Elements,Contacts of macrodike and reef,66.318,30.866,Russia,
Point (30.86600000000004229 66.31799999980017901),Nadezhda,Platinum-Group Elements,Contacts of macrodike,66.318,30.866,Russia,
Point (30.86600000000004229 66.3165999999900464),Showing No. 2 (massif Lukkulaisvaara),Platinum-Group Elements,Reef,66.3166,30.866,Russia,
Point (30.86600000000004229 66.31600000019989238),Showing No. 15 (massif Lukkulaisvaara),Platinum-Group Elements,Reef,66.316,30.866,Russia,
Point (30.90000000039975703 66.32000000029984221),Vostochnoe-critical zone,Platinum-Group Elements,Reef,66.32,30.9,Russia,
Point (31.08000000039976385 69.42000000039973884),Mount General'skaya,Platinum-Group Elements,Contact,69.42,31.08,Russia,
Point (31.42999999970027147 69.30000000009999894),Karikjavr,Platinum-Group Elements,Conduit,69.3,31.43,Russia,
Point (32.75000000029984903 67.8799999997002601),Monchetundorvskoe,Platinum-Group Elements,Contact,67.88,32.75,Russia,
Point (35.27000000029983084 67.53000000039975248),Fedorov-Pana Intrusion,Platinum-Group Elements,"Reef, sulfide",67.53,35.27,Russia,
Point (35.7576999995553706 62.71249999977521838),Pazhskoe,Platinum-Group Elements,"Hydrothermal, vein swarm",62.7125,35.7577,Russia,
Point (35.9000000002998263 62.28333300001798989),Onega Intrusion,Platinum-Group Elements,"Reef, Ti-V layers",62.283333,35.9,Russia,
Point (36.47388299980065085 62.10000000009995347),Burakovskaya Intrusion,Platinum-Group Elements,"Reef, chromitite",62.1,36.473883,Russia,
Point (95.35499999965031748 54.91800000009999394),Kingashskoe and Verkhnekingashskoye,Platinum-Group Elements,Komatiitic,54.918,95.355,Russia,
Point (100.76000000000004775 25.01300000014992975),Jinbasoshan,Platinum-Group Elements,Conduit,25.013,100.76,China,
Point (116.83999999970023964 -21.14000000009986024),Main sulfide layer (Ferguson Reef),Platinum-Group Elements,"Reef, sulfide",-21.14,116.84,Australia,
Point (117.75000000039972292 -26.84000000039964107),Parks Reef,Platinum-Group Elements,"Reef, sulfide",-26.84,117.75,Australia,
Point (118.57499999965034476 56.47800000039973156),Chinei intrusion. all deposits (reserves only),Platinum-Group Elements,Contact,56.478,118.575,Russia,
Point (127.71100000034982713 -26.10399999999992815),Nebo-Babel,Platinum-Group Elements,Conduit,-26.104,127.711,Australia,
Point (127.83000000039976385 -17.76999999999998181),Top and Middle Reefs,Platinum-Group Elements,"Reef, chromitite",-17.77,127.83,Australia,
Point (132.4425000001749595 55.34777777802207765),Vodorazdelny,Platinum-Group Elements,Conduit,55.34777778,132.4425,Russia,
Point (132.53416666695818549 55.32750000032478965),Ikenskoe,Platinum-Group Elements,Conduit,55.3275,132.5341667,Russia,
Point (147.46100000044975786 -32.69399999960023706),"Owendale (includes Owendale North, Cincinnati, and Milverton)",Platinum-Group Elements,Alaskan-Uralian,-32.694,147.461,Australia,
Point (28.51513143226981128 -24.73681015336586597),Bushveld Complex,Platinum-Group Elements; Tellurium,Contact and Reef; Te in Magmatic Cu-Ni-PGM sulfide,-24.73681015,28.51513143,South Africa,
Point (-161.86669999960525956 59.06670000020488942),Goodnews Bay,Platinum-Group Elements,Placer,59.0667,-161.8667,United States of America,Alaska
Point (134.63333333296702676 57.55000000019992967),Kondyor,Platinum-Group Elements,Placer,57.55,134.6333333,Russia,
Point (58.96666999992061164 59.54090999969679388),Kytlym,Platinum-Group Elements,Placer,59.54091,58.96667,Russia,
Point (101.85166666658346912 27.16750000012496002),Daluxiang (Dalucao),Rare-Earth Elements,Carbonatite,27.1675,101.8516667,China,Sichuan Province
Point (101.97749999972523938 28.45666666703311876),Maoniuping,Rare-Earth Elements; Fluorite,Carbonatite-Related F,28.45666667,101.9775,China,Sichuan Province
Point (117.20805555641879891 34.75555555644382366),Weishan,Rare-Earth Elements,Carbonatite,34.75555556,117.2080556,China,Shandong
Point (122.54805555581936005 -28.86444444375604235),Mount Weld,Rare-Earth Elements,Carbonatite,-28.86444444,122.5480556,Australia,Western
Point (34.61149999992511539 67.89169999965531588),Lovozero Deposit,Rare-Earth Elements; Beryllium; Niobium and Tantalum,Peralkaline igneous; Non-pegmatite; Alkaline granite and syenite,67.8917,34.6115,Russia,Northern Region
Point (-41.08299999985007389 -21.51699999985004297),Buena Norte mining district,Rare-Earth Elements,Heavy-mineral sand,-21.517,-41.083,Brazil,East Coast
Point (103.2716699998706531 22.52360999980169254),Dong Pao mine,Rare-Earth Elements,REE in clays,22.52361,103.27167,Vietnam,
Point (115.70416999984570339 24.89638999969878341),Heling,Rare-Earth Elements,REE in clays,24.89639,115.70417,China,Southern
Point (114.606900000234873 24.98330000019490171),Longnan,Rare-Earth Elements,REE in clays,24.9833,114.6069,China,Southern
Point (111.46029999964531498 24.56809999971528669),Guposhan,Rare-Earth Elements,REE in clays,24.5681,111.4603,China,Southern
Point (111.23080000031984582 24.58529999969528035),Huashan,Rare-Earth Elements,REE in clays,24.5853,111.2308,China,Southern
Point (-104.44527999977213994 44.48974999966281985),Bear Lodge,Rare-Earth Elements,Carbonatite,44.48975,-104.44528,United States of America,Wyoming
Point (127.1624999995754024 -19.28666666663332308),Cummins Range,Rare-Earth Elements,Carbonatite,-19.28666667,127.1625,Australia,Western
Point (-68.41670000020479847 56.60000000029981493),Eldor property,Rare-Earth Elements,Carbonatite,56.6,-68.4167,Canada,Quebec
Point (27.35000000029981493 -24.68300000024976271),Glenover project,Rare-Earth Elements,Carbonatite,-24.683,27.35,South Africa,
Point (-79.95000000019979325 46.44999999990011474),Lavergne-Springer property,Rare-Earth Elements,Carbonatite,46.45,-79.95,Canada,Ontario
Point (-76.55559999994000009 49.82900000044969602),Montviel project,Rare-Earth Elements,Carbonatite,49.829,-76.5556,Canada,Quebec
Point (32.83300000034978439 -7.69999999980012717),Ngualla,Rare-Earth Elements,Carbonatite,-7.7,32.833,Tanzania,
Point (133.23300000024983092 -22.58299999995000462),Nolans Bore,Rare-Earth Elements,Carbonatite,-22.583,133.233,Australia,Northern Territory
Point (-51.24999999999994316 66.50000000029984903),Sarfartoq,Rare-Earth Elements,Carbonatite,66.5,-51.25,Greenland,
Point (37.56700000034976483 -7.43299999965023517),Wigu Hill,Rare-Earth Elements,Carbonatite,-7.433,37.567,Tanzania,
Point (17.95000000019990694 -30.88299999955029307),Zandkopsdrift,Rare-Earth Elements,Carbonatite,-30.883,17.95,South Africa,
Point (-132.12570000015483629 54.9089999996502911),Bokan Mountain,Rare-Earth Elements,Peralkaline igneous,54.909,-132.1257,United States of America,Alaska
Point (-82.07599999980010352 49.73999999980020448),Clay-Howells project,Rare-Earth Elements,Peralkaline igneous,49.74,-82.076,Canada,Ontario
Point (-55.8233999998100785 52.39929999979523245),Foxtrot project,Rare-Earth Elements,Peralkaline igneous,52.3993,-55.8234,Canada,Labrador
Point (127.77699999975027367 -18.3639999999999759),Hastings Project,Rare-Earth Elements,Peralkaline igneous,-18.364,127.777,Australia,Western
Point (-107.72400000019979416 59.80000000019992967),Hoidas Lake deposit,Rare-Earth Elements,Peralkaline igneous,59.8,-107.724,Canada,Saskatchewan
Point (-78.50000000039966608 46.80000000009999894),Kipawa,Rare-Earth Elements,Peralkaline igneous,46.8,-78.5,Canada,Quebec
Point (76.11970000015492133 42.86110000006499376),Kutessay II project,Rare-Earth Elements,Peralkaline igneous,42.8611,76.1197,Kyrgyzstan,
Point (14.62199999980020948 58.13700000024988412),Norra Kärr,Rare-Earth Elements,Peralkaline igneous,58.137,14.622,Sweden,Southern
Point (-105.48200000039963697 31.28110000036480187),Round Top,Rare-Earth Elements,Peralkaline igneous,31.2811,-105.482,United States of America,Texas
Point (48.18200000000007321 -13.85000000009989662),TRE project,Rare-Earth Elements,Peralkaline igneous,-13.85,48.182,Madagascar,Northern
Point (-62.13000000019980007 54.20600000029980947),Two Tom,Rare-Earth Elements,Peralkaline igneous,54.206,-62.13,Canada,Labrador
Point (-82.53599999960027844 46.38499999985015165),Eco Ridge mine,Rare-Earth Elements,Polymetallic,46.385,-82.536,Canada,Ontario
Point (140.22800000029985767 -20.74599999970018871),Milo project,Rare-Earth Elements,Polymetallic,-20.746,140.228,Australia,
Point (71.88999999960037712 52.34999999980021812),Plant in Stepnogorsk,Rare-Earth Elements,Polymetallic,52.35,71.89,Kazakhstan,Northern
Point (18.62899999985017985 -30.98600000009986388),Steenkampskraal,Rare-Earth Elements,Polymetallic,-30.986,18.629,South Africa,
Point (132.99999999960039077 -23.49999999970020781),Charley Creek deposits,Rare-Earth Elements,Heavy-mineral sand,-23.5,133,Australia,Central
Point (30.60599999980018993 37.5689999999501083),Canakli deposit,Rare-Earth Elements,Heavy-mineral sand,37.569,30.606,Turkey,
Point (76.46199999960037985 9.1400000000000432),Kerala deposits,Rare-Earth Elements; Titanium,Heavy-mineral sand; Sedimentary related,9.14,76.462,India,
Point (-113.21194444408081381 34.58583333344165567),Bagdad,Rhenium,Porphyry Cu-(Mo-Au),34.58583333,-113.2119444,United States of America,Arizona
Point (-112.13647123376040327 40.52831006096062083),Bingham,Rhenium; Titanium; Tellurium,Porphyry Cu-(Mo-Au),40.52831006,-112.1364712,United States of America,Utah
Point (-112.51111111118876806 46.01722222212788438),Butte,Rhenium,Porphyry Cu-(Mo-Au),46.01722222,-112.5111111,United States of America,Montana
Point (-109.3611111111887908 33.10361111126383094),Morenci,Rhenium,Porphyry Cu-(Mo-Au),33.10361111,-109.3611111,United States of America,Arizona
Point (-108.07277777767228599 32.79027777759739593),Santa Rita,Rhenium,Porphyry Cu-(Mo-Au),32.79027778,-108.0727778,United States of America,New Mexico
Point (-111.11999999960028163 31.86944444460550585),Sierrita,Rhenium,Porphyry Cu-(Mo-Au),31.86944444,-111.12,United States of America,Arizona
Point (-68.8999999998001158 -22.27500000034967798),Chuquicamata-Radomiro Tomic,Rhenium,Porphyry Cu-(Mo-Au),-22.275,-68.9,Chile,
Point (-69.07166666678318734 -24.26500000014982561),La Escondida,Rhenium,Porphyry Cu-(Mo-Au),-24.265,-69.07166667,Chile,
Point (-69.55055555559437153 -26.25416666655837616),El Salvador,Rhenium,Porphyry Cu-(Mo-Au),-26.25416667,-69.55055556,Chile,
Point (-70.266666666733272 -33.13333333326664842),Los Bronces-Rio Blanco,Rhenium,Porphyry Cu-(Mo-Au),-33.13333333,-70.26666667,Chile,
Point (-70.50000000019980462 -31.70833333341653315),Los Pelambres,Rhenium,Porphyry Cu-(Mo-Au),-31.70833333,-70.5,Chile,
Point (-109.55666666663330489 30.31805555541961894),La Caridad,Rhenium,Porphyry Cu-(Mo-Au),30.31805556,-109.5566667,Mexico,
Point (-76.9499999999000579 -9.6159999999999286),Antamina,Rhenium,Cu-Zn-Mo skarn,-9.616,-76.95,Peru,
Point (-71.59166666678322599 -16.53527777804697507),Cerro Verde,Rhenium,Porphyry Cu-(Mo-Au),-16.53527778,-71.59166667,Peru,
Point (-70.61388888866122215 -17.2450000001498438),Toquepala,Rhenium,Porphyry Cu-(Mo-Au),-17.245,-70.61388889,Peru,
Point (46.13777777772230593 39.14388888916096221),Kadjaran,Rhenium,Porphyry Cu-(Mo-Au),39.14388889,46.13777778,Armenia,
Point (69.64638888863635202 40.81388888906104739),Kalmakyr (Almalyk),Rhenium,Porphyry Cu-(Mo-Au),40.81388889,69.64638889,Uzbekistan,
Point (99.22000000019988875 43.97999999980021357),Zuun Mod Molybdenum,Rhenium,Porphyry Cu-(Mo-Au),43.98,99.22,Mongolia,
Point (16.13299999955040676 51.39999999990010338),Lubin-Sieroszowice,Rhenium,Reduced-facies stratabound Cu,51.4,16.133,Poland,
Point (11.46600000009999576 51.60000000039974566),Mansfeld-Sangerhausen,Rhenium,Reduced-facies stratabound Cu,51.6,11.466,Germany,
Point (67.39200000009998348 48.12200000029980629),Dzhezkazgan,Rhenium,Sandstone stratabound Cu,48.122,67.392,Kazakhstan,
Point (140.49999999990018296 -21.6499999998001158),Merlin,Rhenium,Deposit type unclassified,-21.65,140.5,Australia,
Point (-66.47999999960023843 -22.71999999999997044),Pirquitas Mine,Tin,Hydrothermal,-22.72,-66.48,Argentina,Jujuy
Point (146.84999999980016128 -34.33333333356642925),Ardlethan,Tin,Hydrothermal,-34.33333333,146.85,Australia,New South Wales
Point (146.34999999990009201 -30.33333333346649852),Doradilla,Tin,Hydrothermal,-30.33333333,146.35,Australia,New South Wales
Point (151.53333333336672695 -29.45000000039965471),Taronga,Tin,Hydrothermal,-29.45,151.5333333,Australia,New South Wales
Point (132.78555555514481057 -14.53027777809694499),Maranboy/Yeuralba,Tin,Hydrothermal,-14.53027778,132.7855556,Australia,Northern Territory
Point (131.7202777780970564 -13.5061111108390719),Mount Wells,Tin,Hydrothermal and placer/alluvial,-13.50611111,131.7202778,Australia,Northern Territory
Point (145.25000000029979219 -15.76666666683314588),Collingwood,Tin,Hydrothermal,-15.76666667,145.25,Australia,Queensland
Point (145.04999999980020675 -17.71666666653339917),Gillian (Herberton area),Tin,Hydrothermal,-17.71666667,145.05,Australia,Queensland
Point (145.16666666653350148 -17.58333333376629071),Mount Garnet,Tin,Hydrothermal,-17.58333333,145.1666667,Australia,Queensland
Point (147.75055555599419677 -41.6600000000998989),Cleveland (Aberfoyle and Rossarden),Tin,Hydrothermal,-41.66,147.7505556,Australia,Tasmania
Point (145.32305555526977514 -41.88222222227767588),Heemskirk (Queen Hill) (Zeehan tin project),Tin,Hydrothermal,-41.88222222,145.3230556,Australia,Tasmania
Point (145.51527777804710695 -41.41277777797205317),Mount Bischoff,Tin; Beryllium,Hydrothermal; Non-pegmatite,-41.41277778,145.5152778,Australia,Tasmania
Point (145.78333333316686549 -41.78333333306682107),Renison-Bell,Tin,Hydrothermal,-41.78333333,145.7833333,Australia,Tasmania
Point (145.78333333316686549 -41.78333333306682107),Rentails,Tin,Tailings,-41.78333333,145.7833333,Australia,Tasmania
Point (-67.11666666673323789 -17.38333333326664842),Colquiri tailings,Tin,Tailings,-17.38333333,-67.11666667,Bolivia,La Paz Department
Point (-66.99999999999994316 -17.99999999990001243),"Central (Llallagua, (San Jose/Oruro, Huanuni)",Tin,Hydrothermal,-18,-67,Bolivia,Oruro Department
Point (-65.00000000039966608 -17.99999999990001243),Bolivian placers,Tin,Placer/alluvial,-18,-65,Bolivia,Potosi Department
Point (-66.56666666693308798 -18.43333333296692444),Catavi tailings,Tin,Tailings,-18.43333333,-66.56666667,Bolivia,Potosi Department
Point (-66.00000000019980462 -18.99999999970020781),"Southern (Cerro Rico, Chorolque)",Tin,Hydrothermal,-19,-66,Bolivia,Potosi Department
Point (-66.99999999999994316 -16.00000000029973535),"Northern (Chojlla, Colquiri)",Tin,Hydrothermal,-16,-67,Bolivia,San Jose Department
Point (97.16666666623370929 18.81666666633361729),Mawchi Mine,Tin,Hydrothermal,18.81666667,97.16666667,Myanmar,Kaya Province
Point (99.00000000009998757 12.00000000039972292),"Tenasserim Valley, Southeast Asian tin belt",Tin,Placer/alluvial,12,99,Myanmar,Kaya Province
Point (107.8333333334666122 24.83333333296701539),Dachang,Tin,Hydrothermal,24.83333333,107.8333333,China,Guangxi Province
Point (99.36666666633362865 30.50000000029984903),Cuomolong,Tin,Hydrothermal,30.5,99.36666667,China,Sichuan Province
Point (98.73333333366645093 25.5333333333666701),Datongchang,Tin,Hydrothermal,25.53333333,98.73333333,China,Yunnan Province
Point (98.43333333336670421 25.65000000009996484),Diantan,Tin,Hydrothermal,25.65,98.43333333,China,Yunnan Province
Point (98.26666666673332884 24.9166666667333061),Lailishan,Tin,Hydrothermal,24.91666667,98.26666667,China,Yunnan Province
Point (98.36666666653349012 24.99999999960033392),Laopingshan,Tin,Hydrothermal,25,98.36666667,China,Yunnan Province
Point (98.43333333336670421 25.4499999996003794),Xiaolonghe,Tin,Hydrothermal,25.45,98.43333333,China,Yunnan Province
Point (-60.11666666633357181 -0.75000000019980462),Mapuero tin district,Tin,Placer/alluvial,-0.75,-60.11666667,Brazil,Amazonas State
Point (-48.06666666703301871 -13.61666666663330716),Serra Branca,Tin,Hydrothermal and placer/alluvial,-13.61666667,-48.06666667,Brazil,Goias State
Point (-62.99999999990001243 -8.99999999990001243),Brascan Group (Rondonia tin province),Tin,Hydrothermal and placer/alluvial,-9,-63,Brazil,
Point (-51.95000000039965471 -6.83333333366635998),Mocambo,Tin,Hydrothermal and placer/alluvial,-6.833333334,-51.95,Brazil,Para State
Point (-53.71666666653339917 -6.03333333346654399),Rhodia-Espeng,Tin,Placer/alluvial,-6.033333333,-53.71666667,Brazil,Para State
Point (-62.41666666623359561 -9.54999999970016233),Brumadinho Group,Tin,Hydrothermal and placer/alluvial,-9.55,-62.41666667,Brazil,Rodonia and Goias States
